Benchmark,dotnet_core,mono_interpreter,mono_jit
System.Text.Json.Serialization.Tests.WriteJson<HashSet<String>>.SerializeObjectProperty,1.00,130.15,8.72,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: False; SkipValidation: False; Escape...,1.00,25.01,2.06,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False; SkipValidation: False; Escap...,1.00,27.39,2.14,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: False; SkipValidation: False; Escape...,1.00,82.71,6.84,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False; SkipValidation: False; Escap...,1.00,71.84,5.70,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: False; SkipValidation: False; Escape...,1.00,142.64,13.08,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False; SkipValidation: False; Escap...,1.00,81.76,7.83,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: False; SkipValidation: True; Escaped...,1.00,25.56,2.10,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False; SkipValidation: True; Escape...,1.00,26.56,2.12,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: False; SkipValidation: True; Escaped...,1.00,87.75,7.16,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False; SkipValidation: True; Escape...,1.00,72.85,5.75,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: False; SkipValidation: True; Escaped...,1.00,144.38,13.20,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: False; SkipValidation: True; Escape...,1.00,82.86,7.78,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: True; SkipValidation: False; Escaped...,1.00,26.01,2.08,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: True; SkipValidation: False; Escape...,1.00,27.73,2.08,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: True; SkipValidation: False; Escaped...,1.00,86.81,6.89,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: True; SkipValidation: False; Escape...,1.00,73.92,5.59,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: True; SkipValidation: False; Escaped...,1.00,124.70,11.19,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: True; SkipValidation: False; Escape...,1.00,77.08,7.13,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: True; SkipValidation: True; Escaped:...,1.00,25.36,2.03,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: True; SkipValidation: True; Escaped...,1.00,27.96,2.10,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: True; SkipValidation: True; Escaped:...,1.00,89.55,7.12,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: True; SkipValidation: True; Escaped...,1.00,74.23,5.80,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf8(Formatted: True; SkipValidation: True; Escaped:...,1.00,125.56,11.65,
System.Text.Json.Tests.Perf_Strings.WriteStringsUtf16(Formatted: True; SkipValidation: True; Escaped...,1.00,80.11,7.56,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.40,0.46,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.40,0.47,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.39,0.47,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.37,0.47,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.37,0.47,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.38,0.47,
System.Security.Cryptography.Primitives.Tests.Performance.Perf_FixedTimeEquals.FixedTimeEquals_256Bi...,1.00,5.39,0.46,
System.Text.Json.Serialization.Tests.ReadJson<LoginViewModel>.DeserializeFromString,1.00,88.12,2.74,
System.Text.Json.Serialization.Tests.ReadJson<LoginViewModel>.DeserializeFromUtf8Bytes,1.00,73.86,2.18,
System.Text.Json.Serialization.Tests.ReadJson<LoginViewModel>.DeserializeFromStream,1.00,66.89,2.03,
System.Memory.Slice<Byte>.SpanStart,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.SpanStartLength,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlySpanStart,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlySpanStartLength,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.MemoryStart,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.MemoryStartSpan,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.MemoryStartLength,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.MemoryStartLengthSpan,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlyMemoryStart,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlyMemoryStartSpan,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlyMemoryStartLength,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlyMemoryStartLengthSpan,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.MemorySpanStart,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.MemorySpanStartLength,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlyMemorySpanStart,SMALL,SMALL,SMALL,
System.Memory.Slice<Byte>.ReadOnlyMemorySpanStartLength,SMALL,SMALL,SMALL,
System.Hashing.GetStringHashCode(BytesCount: 10),SMALL,SMALL,SMALL,
System.Hashing.GetStringHashCode(BytesCount: 100),1.00,44.46,1.84,
System.Hashing.GetStringHashCode(BytesCount: 1000),1.00,38.69,1.72,
System.Hashing.GetStringHashCode(BytesCount: 10000),1.00,39.19,1.69,
MicroBenchmarks.Serializers.Xml_ToStream<XmlElement>.XmlSerializer_,1.00,38.50,2.74,
MicroBenchmarks.Serializers.Xml_ToStream<XmlElement>.DataContractSerializer_,1.00,34.53,1.65,
PerfLabTests.EnumPerf.ObjectGetType,SMALL,SMALL,SMALL,
PerfLabTests.EnumPerf.ObjectGetTypeNoBoxing,SMALL,SMALL,SMALL,
PerfLabTests.EnumPerf.EnumEquals,1.00,28.27,4.45,
PerfLabTests.EnumPerf.EnumCompareTo(color: Red),1.00,19.07,2.39,
MicroBenchmarks.Serializers.Json_FromStream<IndexViewModel>.Jil_,1.00,41.18,2.89,
MicroBenchmarks.Serializers.Json_FromStream<IndexViewModel>.JsonNet_,1.00,46.52,2.64,
MicroBenchmarks.Serializers.Json_FromStream<IndexViewModel>.Utf8Json_,1.00,35.66,2.56,
MicroBenchmarks.Serializers.Json_FromStream<IndexViewModel>.DataContractJsonSerializer_,1.00,42.36,1.64,
ByteMark.BenchNumericSortJagged,1.00,8.53,1.30,
ByteMark.BenchNumericSortRectangular,1.00,7.29,1.41,
ByteMark.BenchStringSort,1.00,9.19,1.36,
ByteMark.BenchBitOps,1.00,7.89,7.56,
ByteMark.BenchEmFloat,1.00,11.85,1.27,
ByteMark.BenchEmFloatClass,1.00,11.57,1.26,
ByteMark.BenchFourier,1.00,18.31,1.44,
ByteMark.BenchAssignJagged,1.00,11.74,1.81,
ByteMark.BenchAssignRectangular,1.00,10.75,1.53,
ByteMark.BenchIDEAEncryption,1.00,16.32,1.07,
ByteMark.BenchNeuralJagged,1.00,12.92,1.41,
ByteMark.BenchNeural,1.00,10.75,1.43,
ByteMark.BenchLUDecomp,1.00,14.82,2.15,
System.Collections.Concurrent.AddRemoveFromSameThreads<Int32>.ConcurrentBag(Size: 2000000),1.00,8.81,1.20,
System.Collections.Concurrent.AddRemoveFromSameThreads<Int32>.ConcurrentStack(Size: 2000000),1.00,8.99,1.07,
System.Collections.Concurrent.AddRemoveFromSameThreads<Int32>.ConcurrentQueue(Size: 2000000),1.00,5.46,1.44,
System.Tests.Perf_Object.ctor,SMALL,SMALL,SMALL,
System.Tests.Perf_Object.GetType_,SMALL,SMALL,SMALL,
System.Security.Cryptography.Tests.Perf_Rfc2898DeriveBytes.DeriveBytes,1.00,3.65,1.54,
System.Security.Cryptography.Tests.Perf_CryptoConfig.CreateFromName(name: "RSA"),1.00,33.69,8.12,
System.Security.Cryptography.Tests.Perf_CryptoConfig.CreateFromName(name: "SHA512"),1.00,25.51,5.12,
System.Security.Cryptography.Tests.Perf_CryptoConfig.CreateFromName(name: "X509Chain"),1.00,33.82,8.03,
System.Tests.Perf_Int16.Parse(value: "-32768"),1.00,23.48,1.76,
System.Tests.Perf_Int16.TryParse(value: "-32768"),1.00,24.59,1.80,
System.Tests.Perf_Int16.ToString(value: -32768),1.00,27.52,1.96,
System.Tests.Perf_Int16.Parse(value: "0"),1.00,21.04,1.54,
System.Tests.Perf_Int16.TryParse(value: "0"),1.00,21.45,1.60,
System.Tests.Perf_Int16.ToString(value: 0),SMALL,SMALL,SMALL,
System.Tests.Perf_Int16.Parse(value: "32767"),1.00,8.83,0.69,
System.Tests.Perf_Int16.TryParse(value: "32767"),1.00,22.93,1.79,
System.Tests.Perf_Int16.ToString(value: 32767),1.00,30.69,1.93,
System.Threading.Tests.Perf_Thread.CurrentThread,SMALL,SMALL,SMALL,
System.Threading.Tests.Perf_Thread.GetCurrentProcessorId,SMALL,SMALL,SMALL,
System.Collections.Sort<Int32>.Array(Size: 512),1.00,186.90,8.02,
System.Collections.Sort<Int32>.Array_ComparerClass(Size: 512),1.00,22.63,1.46,
System.Collections.Sort<Int32>.Array_ComparerStruct(Size: 512),1.00,19.78,1.44,
System.Collections.Sort<Int32>.Array_Comparison(Size: 512),1.00,21.71,1.35,
System.Collections.Sort<Int32>.List(Size: 512),1.00,190.12,7.93,
System.Collections.Sort<Int32>.LinqQuery(Size: 512),1.00,36.14,1.76,
System.Collections.Sort<Int32>.LinqOrderByExtension(Size: 512),1.00,35.35,1.75,
System.Memory.SequenceReader.TryReadTo,1.00,332.55,2.86,
HardwareIntrinsics.RayTracer.SoA.Render,1.00,0.00,0.00,
System.Collections.CtorFromCollection<Int32>.List(Size: 512),1.00,3.93,1.87,
System.Collections.CtorFromCollection<Int32>.LinkedList(Size: 512),1.00,10.35,1.41,
System.Collections.CtorFromCollection<Int32>.HashSet(Size: 512),1.00,16.06,1.58,
System.Collections.CtorFromCollection<Int32>.Dictionary(Size: 512),1.00,25.96,2.54,
System.Collections.CtorFromCollection<Int32>.Queue(Size: 512),1.00,4.03,1.85,
System.Collections.CtorFromCollection<Int32>.Stack(Size: 512),1.00,4.02,1.88,
System.Collections.CtorFromCollection<Int32>.SortedList(Size: 512),1.00,108.50,5.26,
System.Collections.CtorFromCollection<Int32>.SortedSet(Size: 512),1.00,95.87,4.44,
System.Collections.CtorFromCollection<Int32>.SortedDictionary(Size: 512),1.00,15.86,1.27,
System.Collections.CtorFromCollection<Int32>.ConcurrentDictionary(Size: 512),1.00,12.79,2.79,
System.Collections.CtorFromCollection<Int32>.ConcurrentQueue(Size: 512),1.00,15.64,1.43,
System.Collections.CtorFromCollection<Int32>.ConcurrentStack(Size: 512),1.00,12.99,1.59,
System.Collections.CtorFromCollection<Int32>.ConcurrentBag(Size: 512),1.00,20.83,1.52,
System.Collections.CtorFromCollection<Int32>.ImmutableArray(Size: 512),1.00,3.92,1.84,
System.Collections.CtorFromCollection<Int32>.ImmutableDictionary(Size: 512),1.00,11.83,1.07,
System.Collections.CtorFromCollection<Int32>.ImmutableHashSet(Size: 512),1.00,13.28,1.16,
System.Collections.CtorFromCollection<Int32>.ImmutableList(Size: 512),1.00,25.97,1.92,
System.Collections.CtorFromCollection<Int32>.ImmutableQueue(Size: 512),1.00,13.25,1.91,
System.Collections.CtorFromCollection<Int32>.ImmutableStack(Size: 512),1.00,14.11,1.74,
System.Collections.CtorFromCollection<Int32>.ImmutableSortedDictionary(Size: 512),1.00,17.27,1.39,
System.Collections.CtorFromCollection<Int32>.ImmutableSortedSet(Size: 512),1.00,73.35,3.61,
System.Memory.MemoryMarshal<Byte>.GetReference,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Byte>.AsBytes,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Byte>.CastToByte,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Byte>.CastToInt,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Byte>.TryGetArray,SMALL,SMALL,SMALL,
System.Memory.MemoryMarshal<Byte>.Read,SMALL,SMALL,SMALL,
MicroBenchmarks.Serializers.Json_FromStream<LoginViewModel>.Jil_,1.00,38.15,2.54,
MicroBenchmarks.Serializers.Json_FromStream<LoginViewModel>.JsonNet_,1.00,44.57,2.02,
MicroBenchmarks.Serializers.Json_FromStream<LoginViewModel>.Utf8Json_,1.00,31.78,2.23,
MicroBenchmarks.Serializers.Json_FromStream<LoginViewModel>.DataContractJsonSerializer_,1.00,38.42,1.64,
System.Globalization.Tests.StringHash.GetHashCode(Count: 128; Options: (; IgnoreCase)),1.00,2.81,1.09,
System.Globalization.Tests.StringHash.GetHashCode(Count: 128; Options: (; None)),1.00,2.84,1.10,
System.Globalization.Tests.StringHash.GetHashCode(Count: 128; Options: (en-US; IgnoreCase)),1.00,2.83,1.13,
System.Globalization.Tests.StringHash.GetHashCode(Count: 128; Options: (en-US; None)),1.00,2.84,1.10,
System.Globalization.Tests.StringHash.GetHashCode(Count: 128; Options: (en-US; Ordinal)),1.00,38.73,1.76,
System.Globalization.Tests.StringHash.GetHashCode(Count: 128; Options: (en-US; OrdinalIgnoreCase)),1.00,44.35,2.30,
System.Globalization.Tests.StringHash.GetHashCode(Count: 131072; Options: (; IgnoreCase)),1.00,2.20,1.02,
System.Globalization.Tests.StringHash.GetHashCode(Count: 131072; Options: (; None)),1.00,2.22,1.02,
System.Globalization.Tests.StringHash.GetHashCode(Count: 131072; Options: (en-US; IgnoreCase)),1.00,2.21,1.02,
System.Globalization.Tests.StringHash.GetHashCode(Count: 131072; Options: (en-US; None)),1.00,2.15,1.01,
System.Globalization.Tests.StringHash.GetHashCode(Count: 131072; Options: (en-US; Ordinal)),1.00,39.01,1.68,
System.Globalization.Tests.StringHash.GetHashCode(Count: 131072; Options: (en-US; OrdinalIgnoreCase)...,1.00,45.68,2.34,
Benchstone.BenchI.IniArray.Test,1.00,25.81,2.66,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequenceByN(numberOfBytes: 4096; TestCase: Json...,1.00,51.83,1.73,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequence(segmentSize: 4096; TestCase: Json4KB),1.00,50.09,1.75,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequenceUsingSpan(segmentSize: 4096; TestCase: J...,1.00,53.27,1.83,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequenceByN(numberOfBytes: 8192; TestCase: Json...,1.00,52.06,1.81,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequence(segmentSize: 8192; TestCase: Json4KB),1.00,53.04,1.84,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequenceUsingSpan(segmentSize: 8192; TestCase: J...,1.00,52.99,1.86,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequence(TestCase: Json4KB),1.00,52.79,1.81,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequenceByN(numberOfBytes: 4096; TestCase: Json...,1.00,43.73,1.69,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequence(segmentSize: 4096; TestCase: Json40KB),1.00,42.74,1.64,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequenceUsingSpan(segmentSize: 4096; TestCase: J...,1.00,44.77,1.77,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequenceByN(numberOfBytes: 8192; TestCase: Json...,1.00,43.57,1.69,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequence(segmentSize: 8192; TestCase: Json40KB),1.00,42.88,1.72,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequenceUsingSpan(segmentSize: 8192; TestCase: J...,1.00,44.98,1.77,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequence(TestCase: Json40KB),1.00,44.27,1.77,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequenceByN(numberOfBytes: 4096; TestCase: Json...,1.00,43.41,1.65,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequence(segmentSize: 4096; TestCase: Json400KB),1.00,42.04,1.64,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequenceUsingSpan(segmentSize: 4096; TestCase: J...,1.00,44.60,1.74,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequenceByN(numberOfBytes: 8192; TestCase: Json...,1.00,42.59,1.69,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequence(segmentSize: 8192; TestCase: Json400KB),1.00,42.17,1.63,
System.Text.Json.Tests.Perf_Segment.ReadMultiSegmentSequenceUsingSpan(segmentSize: 8192; TestCase: J...,1.00,44.31,1.73,
System.Text.Json.Tests.Perf_Segment.ReadSingleSegmentSequence(TestCase: Json400KB),1.00,43.11,1.67,
Benchstone.BenchF.Trap.Test,1.00,63.75,3.11,
PerfLabTests.LowLevelPerf.EmptyStaticFunction,1.00,7.41,0.74,
PerfLabTests.LowLevelPerf.EmptyStaticFunction5Arg,1.00,13.24,0.99,
PerfLabTests.LowLevelPerf.EmptyInstanceFunction,1.00,15.91,1.22,
PerfLabTests.LowLevelPerf.InterfaceInterfaceMethod,1.00,14.70,1.00,
PerfLabTests.LowLevelPerf.InterfaceInterfaceMethodLongHierarchy,1.00,12.70,0.92,
PerfLabTests.LowLevelPerf.InterfaceInterfaceMethodSwitchCallType,1.00,13.53,1.06,
PerfLabTests.LowLevelPerf.ClassVirtualMethod,1.00,26.10,1.60,
PerfLabTests.LowLevelPerf.SealedClassInterfaceMethod,1.00,27.21,1.59,
PerfLabTests.LowLevelPerf.StructWithInterfaceInterfaceMethod,1.00,15.42,1.28,
PerfLabTests.LowLevelPerf.StaticIntPlus,1.00,6.59,1.33,
PerfLabTests.LowLevelPerf.ObjectStringIsString,1.00,10.48,1.75,
PerfLabTests.LowLevelPerf.NewDelegateClassEmptyInstanceFn,1.00,59.44,1.91,
PerfLabTests.LowLevelPerf.NewDelegateClassEmptyStaticFn,1.00,55.82,1.78,
PerfLabTests.LowLevelPerf.InstanceDelegate,1.00,42.76,1.50,
PerfLabTests.LowLevelPerf.StaticDelegate,1.00,26.69,1.13,
PerfLabTests.LowLevelPerf.MeasureEvents,1.00,41.13,1.21,
PerfLabTests.LowLevelPerf.GenericClassWithIntGenericInstanceField,1.00,15.44,2.00,
PerfLabTests.LowLevelPerf.GenericClassGenericStaticField,1.00,10.76,2.01,
PerfLabTests.LowLevelPerf.GenericClassGenericInstanceMethod,1.00,20.54,1.80,
PerfLabTests.LowLevelPerf.GenericClassGenericStaticMethod,1.00,16.39,1.50,
PerfLabTests.LowLevelPerf.GenericGenericMethod,1.00,17.16,1.50,
PerfLabTests.LowLevelPerf.GenericClassWithSTringGenericInstanceMethod,1.00,6.38,0.84,
PerfLabTests.LowLevelPerf.ForeachOverList100Elements,1.00,18.87,1.53,
PerfLabTests.LowLevelPerf.TypeReflectionObjectGetType,1.00,4.21,0.48,
PerfLabTests.LowLevelPerf.TypeReflectionArrayGetType,1.00,4.56,0.48,
PerfLabTests.LowLevelPerf.IntegerFormatting,1.00,25.46,1.68,
System.IO.Tests.Perf_Directory.CreateDirectory,1.00,0.89,0.55,
System.IO.Tests.Perf_Directory.GetCurrentDirectory,1.00,3.13,1.09,
System.IO.Tests.Perf_Directory.Exists,1.00,6.01,1.24,
System.IO.Tests.Perf_Directory.EnumerateFiles,1.00,10.68,1.40,
System.IO.Tests.Perf_Directory.RecursiveCreateDeleteDirectory(depth: 10),1.00,2.16,1.33,
System.IO.Tests.Perf_Directory.RecursiveCreateDeleteDirectory(depth: 100),1.00,2.73,1.11,
System.Collections.ContainsFalse<Int32>.Array(Size: 512),1.00,468.71,3.59,
System.Collections.ContainsFalse<Int32>.Span(Size: 512),1.00,493.42,3.58,
System.Collections.ContainsFalse<Int32>.List(Size: 512),1.00,466.14,3.54,
System.Collections.ContainsFalse<Int32>.ICollection(Size: 512),1.00,462.13,3.54,
System.Collections.ContainsFalse<Int32>.LinkedList(Size: 512),1.00,73.21,2.24,
System.Collections.ContainsFalse<Int32>.HashSet(Size: 512),1.00,33.15,2.63,
System.Collections.ContainsFalse<Int32>.Queue(Size: 512),1.00,424.64,3.24,
System.Collections.ContainsFalse<Int32>.Stack(Size: 512),1.00,244.79,2.60,
System.Collections.ContainsFalse<Int32>.SortedSet(Size: 512),1.00,22.97,1.34,
System.Collections.ContainsFalse<Int32>.ImmutableArray(Size: 512),1.00,455.77,3.54,
System.Collections.ContainsFalse<Int32>.ImmutableHashSet(Size: 512),1.00,8.35,1.36,
System.Collections.ContainsFalse<Int32>.ImmutableList(Size: 512),1.00,38.34,1.81,
System.Collections.ContainsFalse<Int32>.ImmutableSortedSet(Size: 512),1.00,23.39,1.56,
System.IO.Pipelines.Tests.Perf_Pipe.SyncReadAsync,1.00,18.22,1.75,
System.IO.Pipelines.Tests.Perf_Pipe.ReadAsync,1.00,40.44,1.70,
System.IO.Pipelines.Tests.Perf_Pipe.SyncReadAsyncWithCancellationToken,1.00,19.66,1.76,
System.IO.Pipelines.Tests.Perf_Pipe.ReadAsyncWithCancellationToken,1.00,41.05,1.78,
System.Tests.Perf_SByte.Parse(value: "-128"),1.00,20.83,1.64,
System.Tests.Perf_SByte.TryParse(value: "-128"),1.00,21.96,1.70,
System.Tests.Perf_SByte.ToString(value: -128),1.00,26.29,1.80,
System.Tests.Perf_SByte.Parse(value: "127"),1.00,21.13,1.62,
System.Tests.Perf_SByte.TryParse(value: "127"),1.00,22.09,1.68,
System.Tests.Perf_SByte.ToString(value: 127),1.00,30.44,1.98,
BenchmarksGame.FannkuchRedux_2.RunBench(n: 10; expectedSum: 73196),1.00,9.38,1.79,
MicroBenchmarks.Serializers.Xml_ToStream<MyEventsListerViewModel>.XmlSerializer_,1.00,55.29,2.65,
MicroBenchmarks.Serializers.Xml_ToStream<MyEventsListerViewModel>.DataContractSerializer_,1.00,44.38,2.15,
BilinearTest.Interpol_Scalar,1.00,19.18,1.72,
BilinearTest.Interpol_Vector,1.00,920.93,9.70,
BilinearTest.Interpol_AVX,1.00,0.00,0.00,
Devirtualization.EqualityComparer.ValueTupleCompareNoOpt,1.00,48.29,1.50,
Devirtualization.EqualityComparer.ValueTupleCompare,SMALL,SMALL,SMALL,
Devirtualization.EqualityComparer.ValueTupleCompareCached,1.00,49.97,1.57,
Devirtualization.EqualityComparer.ValueTupleCompareWrapped,1.00,51.97,1.56,
System.Net.Http.Tests.SocketsHttpHandlerPerfTest.Get(ssl: False; chunkedResponse: False; responseLen...,1.00,5.50,1.36,
System.Net.Http.Tests.SocketsHttpHandlerPerfTest.Get(ssl: False; chunkedResponse: False; responseLen...,1.00,4.82,1.37,
System.Net.Http.Tests.SocketsHttpHandlerPerfTest.Get(ssl: False; chunkedResponse: True; responseLeng...,1.00,5.68,1.37,
System.Net.Http.Tests.SocketsHttpHandlerPerfTest.Get(ssl: False; chunkedResponse: True; responseLeng...,1.00,6.56,1.34,
System.Net.Http.Tests.SocketsHttpHandlerPerfTest.Get(ssl: True; chunkedResponse: False; responseLeng...,1.00,2.64,0.91,
System.Net.Http.Tests.SocketsHttpHandlerPerfTest.Get(ssl: True; chunkedResponse: False; responseLeng...,1.00,20.31,1.82,
